"v","pipeline","nMax","survivingDigits","baseCoord","peakX","baselineCurrent","Delta_Baseline","peakY","troughVal","FWHM","curvature","Invariant_Q","CosineMean","Cos99"
260,"y0",100000,171,2.6127927896501898913e73,2.6127927896501898913e73,0.52386758225447672015,0.e-40,0.6929642705363221,0.67770651554844400517,0.0005495341879837579,-200001.83775239703,0.5767940305874023,-0.087451418256841033583,3
280,"g0",100000,167,5.3401290757798246254e77,5.3401290757798246254e77,1.0072794953459303286,0.e-40,1.021029199627956,1.0164176021519893631,0.00014193153677153296,-444160.8290562963,2.610753399829723,0.60934675676861195973,4
300,"y0",100000,159,4.8522027967075431364e85,4.8522027967075431364e85,0.58770843367182190153,0.e-40,0.6723457145271823,0.65471630332736810416,0.0004675924185031377,-600287.9930454385,0.4862491012771142,-0.26752921301652832697,3
320,"g0",100000,155,1.9596405166827013894e89,1.9596405166827013894e89,1.0863868556576278432,0.e-41,1.0993387957650462,1.0508559870010217939,0.000830380276850241,-531419.4617510241,0.08164753784114466,0.87005589336044078587,2
340,"y0",100000,147,2.43023530462065739e97,2.43023530462065739e97,0.57123260195124307053,0.e-41,0.7086907508783042,0.68103924762619114057,0.0003591151344664034,-856594.7451936061,0.3072628406420479,-0.32444823074748640741,3
340,"g0",100000,149,5.4656145535155508958e95,5.4656145535155508958e95,1.0779635815294717836,0.e-40,1.0876582594519266,1.0822413725479672216,0.0013645855946482893,-340466.13807661604,0.42583587585163957,0.88600782229158909089,2
360,"y0",100000,142,1.1379309329848881238e103,1.1379309329848881238e103,0.60627583735463145481,0.e-40,0.7089677341282368,0.69525957005376480051,0.0004363401361429098,-370754.7752990002,0.1538554303398514,-0.38185523203208048327,5
360,"g0",100000,143,6.2217616942651495304e101,6.2217616942651495304e101,1.0619328968022001954,0.e-40,1.06433144474332,1.0619867264823489666,0,-395512.16868188576,64.67958124964223,0.86717021844206466203,2
380,"y0",100000,136,9.7097219046830251564e108,9.7097219046830251564e108,0.63123377910322408844,0.e-40,0.7501797425211407,0.74474544099501158109,0.00014577828855766306,-296487.6102294893,0.19924670582333265,-0.31974126611630449187,1
400,"y0",100000,129,2.5131879099337254117e115,2.5131879099337254117e115,0.59130581826077157675,0.e-40,0.708052207599394,0.70445056201647334591,0,-430700.09152485256,5.796933386939738,-0.35310160508280322248,4
440,"y0",100000,118,9.1048462185713087333e126,9.1048462185713087333e126,0.57373681891978054802,0.e-40,0.7610118192387745,0.74858190049909204762,0.0002738943176885389,-641471.0858657028,0.2832115058372647,-0.29199900015051929072,2
460,"y0",100000,112,3.2269032487604448138e132,3.2269032487604448138e132,0.57176634256775257515,0.e-40,0.7000638433964923,0.69425573740583130116,0.00011174501715105478,-388030.17422001326,0.5416098946939917,-0.33781933332584910681,2
480,"g0",100000,107,3.8216647451258340014e137,3.8216647451258340014e137,1.0406052296819317211,0.e-40,1.0865345615938014,1.0810060957568983379,0.00024559782091095506,-274555.5795165468,0.24885008849566936,0.99502084165786222514,17
500,"g0",100000,102,7.08030481146474976e142,7.08030481146474976e142,1.0844434046853615958,0.e-40,1.1123756713617277,1.1061741775980406137,0.00015909693326639576,-153111.01282353434,1.2775084856980485,0.99756953269020118293,19
520,"g0",100000,96,1.1392690426332763335e149,1.1392690426332763335e149,1.0325299901872782884,0.e-40,1.0567392558732296,1.0256652592537338462,0.00037195181998215816,-792930.0800251851,0.27623750412468395,0.99705651646316321036,19
580,"g0",100000,78,8.3694971046527653545e166,8.3694971046527653545e166,1.0825244302564759815,0.e-40,1.0841122824655522,1.0710006462503156418,0.0005622195311809458,-563537.4299200602,0.46692515328953066,0.9989277557376977393,20
600,"y0",100000,71,1.0624841350649018815e174,1.0624841350649018815e174,0.60676271325748896131,0.e-40,0.7260679352330044,0.70725592157480028445,0.0003437909909478343,-592309.8272038465,0.32558255691411075,-0.33398802409428041061,4
620,"g0",100000,66,6.9257977473424946435e178,6.9257977473424946435e178,1.0757409777102213232,0.e-40,1.0893556284955397,1.0866075643290434217,0.0000998498153181441,-291910.7713676697,20.240407619664943,0.99960625256591483218,20
640,"y0",100000,59,7.4815040259844364057e185,7.4815040259844364057e185,0.58850109335332561874,0.e-40,0.7362389969930518,0.73419898853394250244,0.00022075209696126308,-155016.68288359686,0.44553238781244175,-0.33830143977016109885,5
640,"g0",100000,60,8.3566206024602586978e184,8.3566206024602586978e184,1.0873149866522702453,0.e-40,1.0883901714626139,1.0742390833388452629,0.000434070928338796,-325392.12434948736,0.2814017384503193,0.9998692625538979805,20
660,"y0",100000,52,2.6612947740246524226e192,2.6612947740246524226e192,0.5530744729317631822,0.e-40,0.6964635432232171,0.67605867039921165914,0.0004721590071676829,-473496.3436486246,0.183097552271441,-0.33802460596796842418,5
660,"g0",100000,54,2.5593227540291390575e190,2.5593227540291390575e190,1.086067547850665314,0.e-40,1.093113654748972,1.0699834336135836951,0.0002954403101483238,-844935.9413866615,0.25338324284691544,0.99992213475977056095,20
700,"y0",100000,41,1.0585287168830704808e204,1.0585287168830704808e204,0.59774269284899758835,0.e-40,0.7552664622780867,0.733536664649321187,0.0007155227798809616,-225598.46895152944,0.2646631859588802,-0.3361814498400128305,4
700,"g0",100000,43,7.7495870864324806629e201,7.7495870864324806629e201,1.0504700812406609432,0.e-40,1.0887938484994206,1.0516446577887048061,0.0008577163274934953,-454373.80941531254,0.19289047533273782,0.99994510580516443054,20
720,"g0",100000,36,7.5693218221143803179e208,7.5693218221143803179e208,1.0397220850755347584,0.e-36,1.0846314415737626,1.0758508520834692201,0.00015156510370837955,-343848.2700457637,0.4615499247958982,0.99994630102531313302,20
740,"g0",100000,30,9.8033087435942773282e214,9.8033087435942773282e214,1.0402726322308111148,0.e-30,1.1111476094588082,1.0925912173360904712,0.00047671221262175767,-314614.45556139934,0.20522278975120617,0.99996974384087526115,20
760,"g0",100000,25,7.1108363637387568439e219,7.1108363637387568439e219,1.0869058598052275727,0.e-25,1.1008452506114912,1.0869378079884725196,0.00010959559528544115,-807320.4234238849,0.13099811725704494,0.99994988938257203985,20
